name,city,province,country,governing_body,org_type,id
"Louisiana Jr Drillers","Lafayette","LA","US","Independent","association","36190717-dd07-4f36-8a45-974440171e2f"
"Louisville Ice Cardinals","Louisville","KY","US","BTHL","association","7b68e36b-dc69-4845-aa2e-06a4b5b9362b"
"Louisville Lightning","Louisville","NY","US","NNYSHL","association","e6e804d8-6547-45a9-b62f-ffd225c8a52e"
"Lovell Academy Lions","Rockland","MA","US","E9HL","academy","13e14a99-d53b-48dd-a767-95fceb6a38e6"
"Lovell Winter Club","Hingham","MA","US","E9HL","association","b1316425-a551-43e1-bb8e-c32f57eca2b5"
"Lower Canada College","Montreal","QC","CA","RSEQ","academy","81f8b964-afc4-4d3d-8eb5-c4886964c6fa"
"Lower Cape Cod Coyotes","Orleans","MA","US","SSC","association","d90a349b-f877-41cd-b6b9-7a630b845289"
"Loyalist Jets","Amherstview","ON","CA","EOMHL","association","c61404c4-68b1-47fe-8a5f-20db221bdbb1"
"Loyola HS","Montreal","QC","CA","RSEQ","association","1ab19802-981a-425b-a326-68a51925759a"
"LPC Wild","Mississauga","ON","CA","MHL","association","71a82a9c-6d4e-4dd3-a553-f5cb6fb121e0"
"Lucan Irish","Lucan","ON","CA","OMHA","association","63eeb3a0-0734-4000-b706-e681752e2e83"
"Lucille Teasdale Ecole","Blainville","QC","CA","RSEQ","association","db65ed37-dda5-4794-bffa-ea83e52259f3"
"Ludlow Jr Lions","Ludlow","MA","US","GSL","association","01afbfb0-49bb-4c81-a07d-76d237be5df6"
"Lumby Stars","Lumby","BC","CA","OMAHA","association","35092fa8-84c2-4478-8799-f3feca001187"
"Lumsden Bethune Lions","Lumsden","SK","CA","HR","association","ea32cce9-6d22-4fcb-946e-1ecef2edc1df"
"Luseland Mallards","Luseland","SK","CA","HW14","association","046ab603-652b-4763-8742-6a449e059680"
"Luverne Cardinals","Luverne","MN","US","MN04","association","3e08838f-5740-4615-901e-b6e408d5a93b"
"Lynchburg Coyotes","Lynchburg","VA","US","ACHC","association","bb85bf7e-a802-4bbe-af93-ad439ae429bd"
"Lyndon Red Wings","Lyndonville","VT","US","VSAHA","association","cc4a9443-cdb0-431b-ba84-4f9989406eaa"
"Lynn Jets","Lynn","MA","US","VHL","association","cc49b894-213e-444b-ac67-666e1c2044b8"
"Lynnfield-Saugus Stars","Lynnfield","MA","US","VHL","association","039437a8-63e6-4b6e-8310-ca0b3ec10c40"
"Lysander Lightning","Baldwinsville","NY","US","CNY","association","1a0f4711-8929-4f1d-befd-54b4a62eda6f"
"MacDonald Lightning","Oak Bluff","MB","CA","PVMHA","association","20f12289-4850-4905-acd8-0a184ce20508"
"MacGregor Mustangs","MacGregor","MB","CA","CPMHA","association","9a7753d2-dd5f-48d7-9096-e845329a7a9d"
"Mackenzie","Mackenzie","BC","CA","NCD","association","98b0e533-39e3-4e51-92a6-2555e6dc72e1"
"Macklin Mohawks","Macklin","SK","CA","HW14","association","f3d94a61-1f3e-4aff-8bb4-97cd410939db"
"Macomb Mavericks","Macomb","MI","US","Adray","association","4f73e48c-2c0c-4c40-9bbc-623b0d078fba"
"Madeleine Iles Escouades","Magdalen Islands","QC","CA","Indep","association","c5ca0031-5b90-400b-9999-8fd2809d9be2"
"Madison Capitols","Madison","WI","US","NAT1HL","association","a37a4955-922a-45fe-afc0-d62adc728798"
"Madison Patriots","Madison","WI","US","WAHA","association","458fb03a-5324-414e-a877-3c9db95e56ad"
"Magdeleine Ecole","La Prairie","QC","CA","RSEQ","association","37855ad3-89cc-4f34-9b5e-423e46544ea2"
"Magog Carnicas","Magog","QC","CA","LHER","association","2d409d1f-8cfc-4a26-bd8b-9004ab5d8e51"
"Magrath Chiefs","Magrath","AB","CA","CAHL","association","f04093d3-e3ac-4483-9e3e-7d18b3044852"
"Mahtomedi Zephyrs","Mahtomedi","MN","US","MN02","association","5a0353bd-a300-44e5-a5b3-9dfb784cbec5"
"Maidstone Jets","Maidstone","SK","CA","HW14","association","dfc8c333-b1c4-4b2d-a5ca-58f4e31630eb"
"Maine Coast Storm","Rockport","ME","US","MEAHA","association","f7ce5d1e-410e-4a2b-9d24-38c31ad963ad"
"Maine Evolution","Gorham","ME","US","MEAHA","association","723b1d18-1f8d-4adc-b2d8-456b4566d9d4"
"Maine Gladiators","Auburn","ME","US","MEAHA","association","24d2b978-af75-4c44-be62-8545f027be34"
"Maine Inferno","Brewer","ME","US","MEAHA","association","73ad5400-7afe-4b7d-b625-98cf68208715"
"Maine Jr Black Bears","Orono","ME","US","MEAHA","association","b8ab6c7b-aa2b-40c8-8ded-76c20aca834b"
"Maine Jr Mariners","Biddeford","ME","US","MEAHA","association","12433cf6-48d1-4fda-b5a6-bea6f3fbeae1"
"Maine Moose","Hallowell","ME","US","MEAHA","association","3ab667e8-736c-4c41-a438-be29a98088d1"
"Maine Skaters","Augusta","ME","US","MEAHA","association","52cd6b18-3662-4a71-bf43-4e083092e742"
"Maine Wild","Biddeford","ME","US","MEAHA","association","54edaf35-a22c-41b1-a2d9-7ef68dec4427"
"Mallaig Monarchs","Mallaig","AB","CA","NEAHL","association","7d0d2b1a-0691-4e6c-bed5-5af3e5b4f172"
"Mamaroneck Tigers","Mamaroneck","NY","US","HVHL","association","7ab2b902-0944-40b2-8975-d63f9261f0e7"
"Mammoth Stars","Mammoth Lakes","CA","US","SCAHA","association","5491e5d6-da5a-4e33-8b14-e09c2aa79ab9"
"Manchester Flames","Manchester","NH","US","EHF","association","4a17d964-a0e2-44a4-b75b-f87a31609ab0"
"Mandan Mayhem","Mandan","ND","US","NDAHA","association","0c4bafda-70de-42e9-842d-7fabd11c4651"
"Manistique","Manistique","MI","US","CUP","association","e248ee3a-44ef-4695-b85e-8f8f85e5dde0"
"Manitou Tigers","Manitou","MB","CA","PVMHA","association","223e26c6-1870-412f-af8d-3c9b5ad46fd3"
"Manitoulin Panthers","Little Current","ON","CA","NDMHL","association","65d7fee5-dd9c-46c1-8d3e-c111edafe0de"
"Manitouwadge Copper Kings","Manitouwadge","ON","CA","HNO","association","3348952d-0bd9-4c08-acd6-1a23431bc9d3"
"Manitowoc Breakers","Manitowoc","WI","US","WAHA","association","27fd1b23-5f49-4739-bd6e-37be2db69729"
"Maniwaki Mustangs","Maniwaki","QC","CA","Mauricie","association","9bc9cf24-0efb-414a-8d13-91e7fe0e1ad1"
"Mankato Mavericks","Mankato","MN","US","MN09","association","abbdd263-ebbc-4cca-b372-d5c74a18dcb2"
"Manning Comets","Manning","AB","CA","APHL","association","c03a2fd4-20c9-4939-9fcb-07f485d851b5"
"Mannville Hawks","Mannville","AB","CA","NEAHL","association","cd272b04-21e7-4a54-8937-1a48d109e3c1"
"Manvel Freeze","Manvel","ND","US","NDAHA","association","c45cbf54-b642-4ad4-a5a8-ba90d3f23ff3"
"Manvers Mustangs","Manvers","ON","CA","OMHA","association","d4a621f6-0165-4d01-a625-472feaad49de"
"Maple Creek Hawks","Maple Creek","SK","CA","SSHL","association","f0bda754-62bd-412e-b838-27209b474d4d"
"Marathon Mercs","Marathon","ON","CA","HNO","association","45fcbc0a-8a71-4760-a4bc-d5381fc42120"
"Marblehead Headers","Marblehead","MA","US","VHL","association","11ea69c3-8615-484f-be0b-a2be15c799bf"
"Marcel Landry Polyvalente","Saint Jean Richelieu","QC","CA","RSEQ","association","eb0c2f1f-0ceb-4f1d-b853-ac681d6862d3"
"Marinette/Menominee Thunder","Marinette","WI","US","WAHA","association","23c8e3b7-8a62-4f7c-903a-bd6f0a135581"
"Mariposa Lightning","Little Britain","ON","CA","OMHA","association","61f47fd0-a5df-4d6c-aa99-5eb510059dae"
"Markham Islanders","Markham","ON","CA","GTHL","association","b36e3dc1-89dd-4a2f-9832-99678e775d94"
"Markham Majors","Markham","ON","CA","GTHL","association","76205d47-816e-4066-9f07-c7a804b7acda"
"Markham Waxers","Markham","ON","CA","OMHA","association","0f264f79-2a1d-46f6-ada0-02656eeec1d7"
"Markham-Stouffville Stars","Markham","ON","CA","OWHA","association","89b3f52b-3ee0-4b27-bf67-e3af37dfddf4"
"Marquette Junior Wildcats","Marquette","MI","US","CUP","association","6f598587-80b0-466a-b408-e955dee2da94"
"Marshall Tigers","Marshall","MN","US","MN04","association","75ea5cb6-1ad6-40c9-a80c-c24d6d187f96"
"Marshfield Blades","Marshfield","WI","US","WAHA","association","75d0ee95-fc7d-4eda-8c78-baeec1d36958"
"Marshfield Rams","Marshfield","MA","US","BSHL","association","d6ec9221-af09-4208-94cc-09275864fba2"
"Martensville Marauders","Martensville","SK","CA","SAAHL","association","79b3cb29-7dc4-44fa-b8f0-45f20bc4d0f6"
"Martha's Vineyard Mariners","Vineyard Haven","MA","US","SCHL","association","353ea4b6-dd3d-470e-a839-412332d7cbdc"
"Marwayne Sled Dogs","Marwayne","AB","CA","NEAHL","association","3ba2bb88-72c8-48a3-b096-e3e865ba4736"
"Maryland Jr Black Bears","Odenton","MD","US","AHF","association","7638525d-913c-4df9-b213-af86071fb571"
"Marystown Mariners","Marystown","NL","CA","Independent","association","f472e009-8797-4f99-9b65-f9edb01a3d9d"
"Masco Chieftains","Topsfield","MA","US","MYCGL","association","9723b885-1e76-4e9e-bde3-ea1167eab769"
"Mascouche Grizzlys","Mascouche","QC","CA","LH3L","association","8e321544-1156-4633-b3eb-b177f7da729f"
"Mashteuiatsh Hurricanes","Mashteuiatsh","QC","CA","SLJ","association","39c217a5-c2e7-4b24-87bb-a69ef0e7ed3f"
"Maskwacis Hawks","Maskwacis","AB","CA","CAHL","association","7bbe28ea-2543-45ea-9a7b-3033bc617b72"
"Mason City Jr Mohawks","Mason City","IA","US","MwHL","association","fd7719a9-d428-4ffc-8c02-821982ebf959"
"Mass Admirals","Burlington","MA","US","PHL","association","33dce6f2-0b8f-4858-9fbc-1bee8747dc67"
"Mass Bay Chiefs","Peabody","MA","US","PHL","association","32487814-953b-4752-b467-95290750e6b8"
"Mass Bay Shamrocks","South Boston","MA","US","PHL","association","c2d09956-8edc-4d46-9cc8-a521cd4743f3"
"Mass Thoroughbreds","Wilmington","MA","US","Indep-G","association","a013a42e-eb1e-473e-8b9b-5a93058b2041"
"Mass Vikings","Braintree","MA","US","PHL","association","9be5b348-3f8b-42e9-aff9-455b69213dfe"
"Massachusetts Spitfires","Foxboro","MA","US","NEGHL","association","72bfc613-dd0c-4742-9c8d-dc3a4634808f"
"MassConn United","Enfield","CT","US","EHF","association","7fd25c23-0a33-41e8-b811-ebabd6c1949e"
"Massena Jr Raiders","Massena","NY","US","NNYSHL","association","88f76af7-53d0-44d7-97b5-992b893017de"
"Mat-Su Eagles","Wasilla","AK","US","ASHA","association","15ca49d7-8f7a-4b10-a9b0-787c7bf21cb7"
"Matane Sieurs","Matane","QC","CA","BSL","association","6dcebbab-157e-47ce-86fe-790a5f440c2d"
"Mauricie Estacades","Trois-Rivieres","QC","CA","LHEQ","association","4578727b-f2b7-4db5-b0be-7dda69c9c23b"
"Mayerthorpe Mustangs","Mayerthorpe","AB","CA","NEAHL","association","97524eb7-dbe3-498b-909f-01016b66f46d"
"MayPort Ice Dawgs","Mayville","ND","US","NDAHA","association","01dbc7a7-e6b8-442f-9c0a-e1e086afea80"
"McBride Grizzlies","McBride","BC","CA","NCD","association","826f5a19-4af7-4c2c-9abd-6cc4be1d2c2a"
"McCall Mountaineers","McCall","ID","US","IAHA","association","aacd2edc-ebf6-49f7-a3c5-e07d7147bbe3"
"McCreary Mustangs","McCreary","MB","CA","Parkissimo","association","506bdcae-05d7-406f-b74c-54e9a02e83a3"
"McFarland Spartans","McFarland","WI","US","WAHA","association","859586c8-d4e4-42c6-a00f-8ffa487d58d8"
"McFetridge RiverDogs","Chicago","IL","US","NWHL","association","2e335bec-30a8-423f-8137-78cd00a00254"
"McKinney North Stars","McKinney","TX","US","THL","association","5d7eb636-3d9e-47c0-b71b-39ade044d52a"
"McKnight Mustangs","Calgary","AB","CA","HC","association","89ca5190-1e8d-4ef0-9d86-cf6cf577f049"
"Meadow Lake Stampeders","Meadow Lake","SK","CA","TCHL","association","481a6274-0fa5-4662-901d-c2a6995a8e07"
"Meadow Ridge Barracudas","Maple Ridge","BC","CA","PCAHA","association","14fb9b14-965e-4490-a165-43aafc69955b"
"Meadowvale Hawks","Mississauga","ON","CA","MHL","association","87f5fe2b-0c3f-4b32-9215-9159da9fd192"
"Medfield Warriors","Medfield","MA","US","VHL","association","3d5a8bfc-e43d-483e-b81e-baef38b9e475"
"Medford Bulldogs","Medford","WI","US","WAHA","association","658e6743-f9ba-44b7-bdd2-04bb9132df4b"
"Medford Mustangs","Medford","MA","US","VHL","association","50c7fdf3-765f-4845-80eb-8a30438bf126"
"Medicine Hat","Medicine Hat","AB","CA","AEHL","association","9eac0640-989b-4c1e-b4f6-6813f290aaf7"
"Mekinac Mustangs","St Tite","QC","CA","Mauricie","association","484719f0-5d1b-4a44-869d-a4d6ab16444a"
"Melfort Mustangs","Melfort","SK","CA","NEMHL","association","42f780ce-50c8-4c86-a4d4-daa6ae5fb731"
"Melita Bisons","Melita","MB","CA","SWRHL","association","35900399-dcba-4289-a1f4-9fd5e078b698"
"Melrose Red Raiders","Melrose","MA","US","MYCGL","association","d588a09e-1419-4884-839a-5ca1b1beb81e"
"Melville Millionaires","Melville","SK","CA","MHL-SK","association","52e850cd-61fa-4374-baff-70b1f6b0f5dc"
"Memphis Jr Riverkings","Olive Branch","MS","US","SYTHL","association","b9ef88a9-8b76-47b9-97b4-927e6987fd3f"
"Menomonie Mustangs","Menomonie","WI","US","WAHA","association","513a9123-f814-4bf0-ab89-54c4898d11db"
"Mentor Cardinals","Mentor","OH","US","CSHL","association","8dfc04c5-5045-4a89-a67a-0c0853c08bb6"
"Meramec Sharks","St Louis","MO","US","MoAm","association","144f657a-a96e-4da3-8bbd-800158f04b22"
"Mercer Chiefs","Hamilton","NJ","US","AHF","association","07d597fa-c475-4fe6-a8c9-fb9261affa6b"
"Mercier Braves","Mercier","QC","CA","LHGM","association","95ade778-568d-4cc3-82a4-082466080cef"
"Mercyhurst Jr Lakers","Erie","PA","US","Independent","association","1b9df63b-d74e-47b0-b070-db9351067a9a"
"Merrill Bluejays","Merrill","WI","US","WAHA","association","c9c24852-309a-40e2-8945-c9d5d552a7e0"
"Merritt Jr Centennials","Merritt","BC","CA","OMAHA","association","0297a01e-5053-4172-bab9-ef675ba542ab"
"Mesabi East Giants","Hoyt Lakes","MN","US","MN12","association","7fedd362-00c5-4af4-aea1-1bcd41d76661"
"Metabetchouan Royals","Metabetchouan","QC","CA","SLJ","association","0ac78d0d-9929-45c5-ad18-1a7180da4208"
"Methuen Rangers","Methuen","MA","US","VHL","association","3c260664-6a30-427a-ae19-ca8609ef1427"
"Metro East Inferno","Dartmouth","NS","CA","NSFHL","association","c58d5683-ba59-4373-b15c-23e25f360828"
"Metro Jr Jets","Mount Clemens","MI","US","Adray","association","82b81142-ea57-4878-8f3a-2871c948aff6"
"Metro Militia","Bayonne","NJ","US","NJYHL","association","1191f45d-a06f-4776-b910-05976dd50085"
"Metro West Force","Halifax","NS","CA","NSFHL","association","f583bca9-ff30-46cc-8a14-5f67a6c48b7c"
"Miami Jr Redhawks","Oxford","OH","US","BTHL","association","86cba1e9-f23d-4743-8b93-add959143db7"
"Miami Rockets","Miami","MB","CA","PVMHA","association","252aed78-2aba-4613-aadb-954f415f3653"
"Miami Toros","Miami","FL","US","SFHL","association","959f774b-d77b-43cb-aa2b-7750f9373704"
"Mid Fairfield CT Stars","Norwalk","CT","US","CHC","association","a638b23e-b792-4280-9083-ad5013bb197b"
"Mid Missouri Tigers","Jefferson City","MO","US","MoAm","association","e78ed30e-cc8c-45fd-8f83-556ed657ab8d"
"Mid-Fairfield Hockey Club","Stamford","CT","US","BEAST","association","38071a34-f72e-4994-8957-ac116dd33bf0"
"Mid-Hudson Polar Bears","Newburgh","NY","US","EJEPL","association","ca0dc080-0662-484c-83dc-3b129ced51a2"
"Mid-Huron Huskies","Clinton","ON","CA","OMHA","association","83d96d74-8ce8-4a70-93ab-e0e1010c3f32"
"Mid-Isle Matrix","Cornwall","PE","CA","HPEI","association","755590bf-cb81-47de-a110-aa0d91a1ff4f"
"Mid-Isle Wildcats","Cornwall","PE","CA","HPEI","association","a962bcfa-2180-4f3c-9080-d4ffd96ac2b5"
"Mid-State Mustangs","Altoona","PA","US","Independent","association","b9d4fc73-4e88-4962-8113-47ac7954f1d9"
"Midale Mustangs","Midale","SK","CA","MMMHL","association","1ddbc3e2-c987-476b-ba31-8e56bb7176f8"
"Midcoast Jr Polar Bears","Lewiston","ME","US","MEAHA","association","ae3d0d1d-cea3-41c6-bd78-abf74ce60962"
"Middlebury Tigers","Middlebury","VT","US","VSAHA","association","40d408d6-9ebb-40f9-9740-a9ee02b050a0"
"Middlesex Black Bears","Byfield","MA","US","Independent","association","a35c0abd-2051-49d5-8476-68805d646751"
"Middlesex Icemen","East Boston","MA","US","E9HL","association","bf0cb657-3489-47be-9658-fcd3e74757bb"
"Middlesex Islanders East","North Andover","MA","US","EHF","association","9f15664c-88bc-4376-b4e5-e3011556b689"
"Middlesex Islanders West","Tyngsboro","MA","US","EHF","association","3704e8e0-6479-4fe4-8bed-615b87da1f57"
"Middleton Cardinals","Middleton","WI","US","WAHA","association","3f519657-5005-445e-b107-cdce1d25a06f"
"Midland Centennials","Midland","ON","CA","OMHA","association","233fc4d5-7fb6-4cb0-9032-8d00debfb7e2"
"Midland Northstars","Midland","MI","US","LCAHL","association","f8f08808-8bee-4f0a-ade0-d1c792261d06"
"Midwest 49ers","Hanover","ON","CA","OMHA","association","c3b8b455-3b54-4c64-8db2-e3191062daed"
"Midwest Blackbirds","Dyer","IN","US","CSDHL","association","16a65d87-76da-431b-a5d0-2cb02bb2d707"
"Midwest Warriors","West Des Moines","IA","US","Independent","association","1e52eb2c-5469-4134-a847-e968da83c109"
"Miles City Generals","Miles City","MT","US","TSL","association","4544e585-6341-4976-baad-1c76de15104f"
"Milestone Flyers","Milestone","SK","CA","MMMHL","association","e8e0c635-0809-473c-b6c8-5060ea598c69"
"Millbrook Knights","Milbrook","NY","US","HVHL","association","4ff5599d-aa5e-4ef5-ae99-018d9d216cb1"
"Millbrook Stars","Millbrook","ON","CA","OMHA","association","e4703937-3013-4556-b8cf-1c34ac49bf85"
"Mille-Iles Seigneurs","St Eustache","QC","CA","LHEQ","association","8793f355-5654-4ecb-bc52-e8af5ca55347"
"Millet Storm","Millet","AB","CA","CAHL","association","2b33d647-d9e1-4b8b-8ee8-30490d776cfe"
"Millwoods","Edmonton","AB","CA","EFHL","association","a519d2e7-f792-4b52-a365-3149eb10c248"
"Milton Warriors","Milton","VT","US","VSAHA","association","4f37e1c0-a79d-4837-9d55-1a85c4018c0e"
"Milton Wildcats","Milton","MA","US","MYCGL","association","099b8e84-5894-4555-ba8c-7ffd9ee12f44"
"Milton Winterhawks","Milton","ON","CA","OMHA","association","5efb9f32-e13c-481e-b710-4e436ad0e0b9"
"Milwaukee Jr Admirals","Milwaukee","WI","US","T1EHL","association","5978835a-6db1-4a22-bd7b-f947c8800a77"
"Milwaukee Winter Club","Milwaukee","WI","US","WAHA","association","7f9a72aa-c14e-41bf-8f04-d07f4b206d74"
"Mimico Canadians","Etobicoke","ON","CA","MHL","association","e2729bf9-ee9e-477f-af25-2dce54a8069f"
"Miniota","Miniota","MB","CA","Parkissimo","association","78a271c0-ac2d-4c4e-85bf-19f5c050a9ed"
"Minneapolis Storm","Minneapolis","MN","US","MN03","association","27b3ed3f-351b-4fa3-9862-177c6bf87447"
"Minneapolis Titans","Minneapolis","MN","US","MN01","association","2683d614-44f8-48a6-bc50-df80bc2df52f"
"Minneapolis-St Paul Starwhals","Minneapolis","MN","US","MN01","association","a97406ac-a4c6-47dc-91a0-781d46809600"
"Minnedosa Bombers","Minnedosa","MB","CA","Parkissimo","association","ec562c33-7b6b-4fd5-8e22-a6a0149927f6"
"Minnesota Blades","Bloomington","MN","US","Independent","association","45322de1-14b8-41bd-8f80-29a319ae9db9"
"Minnesota Blizzard","Minneapolis","MN","US","Independent","association","0ab1098b-7ff3-4212-80b0-8d2cf0d19940"
"Minnesota Blue Army","Mendota Heights","MN","US","Independent","association","20c4fd51-4459-4439-8540-414603577dcd"
"Minnesota Lakers","Champlin","MN","US","Independent","association","23297204-3fc6-47bd-a8eb-93eda8c93ff4"
"Minnesota Magicians","Prior Lake","MN","US","Independent","association","be05f47c-6829-490a-aeae-1529f65241c8"
"Minnesota Northern Wings","Hermantown","MN","US","Independent","association","635f653a-fe67-412a-97f6-82127fa9a1b8"
"Minnesota River Bulldogs","St Peter","MN","US","MN09","association","d96bbeb7-4aea-4b61-8774-a40f3406c87c"
"Minnetonka Skippers","Minnetonka","MN","US","MN06","association","5ef837aa-131b-4523-9fbb-01e0a051de00"
"Minot Wolves","Minot","ND","US","NDAHA","association","7d326b94-c9c7-4850-9e9d-0becf9bf82d5"
"Minto Mad Dogs","Minto","ON","CA","OMHA","association","1736aa5f-7fb0-4979-9455-6877fae0d182"
"Minuteman Flames","Marlborough","MA","US","EHF","association","d292534e-24ab-486e-8d28-08c64b6e7099"
"Minuteman Lady Flames","Marlborough","MA","US","NEGHL","association","87b8be4b-cf9c-4000-9532-57c4f3409bc5"
"Mirabel Concordes","Mirabel","QC","CA","LH3L","association","889d44fe-5a48-46b9-90eb-c560cb0e7c23"
"Mirable Ecole","Mirabel","QC","CA","RSEQ","association","6a401da2-8a70-432a-a377-b3d2e84e8be9"
"Miramichi Panthers","Miramichi","NB","CA","NBFAAAHL","association","ddf4c0af-a515-4161-867a-40655a67e3b5"
"Miramichi Wild","Miramichi","NB","CA","NBCMHL","association","091a683e-b34e-4130-9989-5dc2a09280d8"
"Mission AZ Ice","Peoria","AZ","US","AZYHL","association","f51177f4-fa68-4a08-9600-38b86c57e7f0"
"Mission Stars","Mission","BC","CA","PCAHA","association","84690509-727c-4a71-921f-55358349ac6f"
"Missisquoi Thunderbirds","Highgate","VT","US","VSAHA","association","ce975d5c-6d9e-4d1a-aef6-7b53434efd64"
"Mississauga Beast","Mississauga","ON","CA","GTHL","association","43866d5c-60ba-4b5e-9654-bf3c82a3fd4a"
"Mississauga Hurricanes","Mississauga","ON","CA","OWHA","association","bd7d7b0b-dc36-4a2a-9833-3041d807dab3"
"Mississauga Jets","Mississauga","ON","CA","GTHL","association","a598eb72-e88f-4834-bc6b-89fc8f4315bc"
"Mississauga North Stars","Mississauga","ON","CA","GTHL","association","85af180e-1fe5-4b31-9ff3-39b6e6ae6312"
"Mississauga Rattlers","Mississauga","ON","CA","GTHL","association","1f7e349a-a028-4e0a-934c-aa002bc5e00b"
"Mississauga Rebels","Mississauga","ON","CA","GTHL","association","d738da15-feb0-4673-88ef-7d25e303492b"
"Mississauga Senators","Mississauga","ON","CA","GTHL","association","4581fd5c-8035-412a-b271-e3a3238117b6"
"Mississauga Terriers","Mississauga","ON","CA","GTHL","association","c809c34d-098d-4087-b34e-b255e863159e"
"Mississippi Thunder Kings","Mississippi Mills","ON","CA","OBMHL","association","d8aad862-833b-4cb1-88de-de78bce8e743"
"Missoula Bruins","Missoula","MT","US","TSL","association","a41d4d34-d83a-48d4-8e8e-897a02b30eec"
"Mistral Ecole","Mont-Joli","QC","CA","RSEQ","association","9bb55b63-e5b0-4fbc-8f31-df9c483d37aa"
"Mitchell Marlins","Mitchell","SD","US","SDAHA","association","c5e11dcf-8461-42cf-b1de-c54ef67b1642"
"Mitchell Meteors","Mitchell","ON","CA","OMHA","association","c3703eea-91b9-4cde-abbf-0d62ac2dd6d1"
"Mitchell Mustangs","Mitchell","MB","CA","Eastman","association","bbef7f9f-a0d0-44c9-a8b6-3b8465cab16a"
"Mon Valley Thunder","Belle Vernon","PA","US","PAHL","association","7c24f61d-2d66-4c23-8550-e32f5ebef597"
"Moncton Hawks","Moncton","NB","CA","NBCBHL","association","816e980a-5ac4-4e6a-bb8a-a84b30a70b9b"
"Monroe Avalanche","Monroe","WI","US","WAHA","association","0e702874-537a-4d32-bd8f-6a0de575badb"
"Monseigneur Parent Ecole","Saint Hubert","QC","CA","RSEQ","association","35ea67ad-1e14-418d-acd4-10e6af06f05c"
"Mont Joli Express","Mont Joli","QC","CA","BSL","association","b0c7f398-aca9-409a-b9a7-26f39dde0511"
"Mont Royal/Outremont Devils","Outremont","QC","CA","LHGM","association","add80150-6a5f-420b-80af-1c75b765060f"
"Mont Sainte Anne College Marquis","Sherbrooke","QC","CA","RSEQ","academy","c91913ae-dc42-436d-82e9-c978d641fb6f"
"Mont Sainte Anne Ecole Vikings","Beaupre","QC","CA","RSEQ","association","7d49ce7e-1e6e-41e1-84b2-a84141ebf225"
"Mont-Bleu Ecole","Gatineau","QC","CA","RSEQ","association","3d38bea5-1cbd-40e1-910c-fef2cfd9264c"
"Mont-Laurier/Ferme-Neuve Draveurs","Mont-Laurier","QC","CA","LH3L","association","4be34045-8892-47e1-8e72-da62c5655d03"
"Montague Norsemen","Montague","PE","CA","HPEI","association","932440b7-5408-4f8a-9f09-e977ec9c2d82"
"Montana Wolves","Bozeman","MT","US","Independent","association","8dd6eeba-1400-4e9f-bdf3-a03e49254dcb"
"Montclair Blues","Montclair","NJ","US","EJEPL","association","a62407d2-40fb-4964-bfe4-2dbe8cd13ea0"
"Montgomery Ice Devils","Rockville","MD","US","AGHF","association","4aaa6e47-816b-4712-b901-59d253a203a8"
"Monticello (MAML) Moose","Monticello","MN","US","MN05","association","1583cd0f-b070-4541-8171-4ce8103804da"
"Montmagny Allies","Montmagny","QC","CA","LHQCA","association","024f0c28-7372-40d8-8218-ed20ef892685"
"Montmartre Ice Dogs","Montmartre","SK","CA","Mainline","association","5e2430b1-b302-43ef-9cb5-616197397083"
"Montreal College","Montreal","QC","CA","RSEQ","academy","629ed5f1-a6c0-43de-a009-03d045b9902f"
"Montreal East Elites","Montreal","QC","CA","MON","association","f18e9639-03d3-4ac7-9f95-3d26dbc10845"
"Montreal East Etoiles","Montreal","QC","CA","MON","association","e342a3fc-8fe6-4ce9-8b92-8e6e93a4d834"
"Montreal Hurricanes","Montreal","QC","CA","MON","association","4afcae2e-fd91-496f-83a3-05196297cb62"
"Montreal Nationals","Montreal","QC","CA","LHEQ","association","7f9d013e-3edf-4154-b54f-24b106c5fa20"
"Montreal West/Hampstead Knights","Montreal West","QC","CA","LHGM","association","46795a30-fead-40c8-91ef-744c8e632cb0"
"Montreal-Nord Nordiques","Montreal","QC","CA","MON","association","f0c1d78c-5a84-4096-b835-de106abb46b2"
"Monument Rebels","Monument","CO","US","CAHA-CO","association","ef5842fb-3ad9-4032-9e9a-fda0ba9269c0"
"Mooretown Jr Flags","Mooretown","ON","CA","OMHA","association","ba2f0aad-d12d-4008-a6c8-2d2a6252eda0"
"Mooretown Lady Flags","Mooretown","ON","CA","OWHA","association","6c8ec508-1849-478e-b4b7-966c4c26391a"
"Moorhead Spuds","Moorhead","MN","US","MN15","association","df579bf1-3937-4207-b367-4fe71e7ef116"
"Moose Jaw Warriors","Moose Jaw","SK","CA","HR","association","8af174bb-4049-4690-90d4-953ee0a3c253"
"Moose Lake Rebels","Moose Lake","MN","US","MN11","association","4b5320b5-11ec-49db-b701-192b19b47c60"
"Moosomin Rangers","Moosomin","SK","CA","MHL-SK","association","038d3c63-af9f-472d-b6f8-f382171363e2"
"Moosomin Warriors","Cochin","SK","CA","STEP","association","6e553774-c545-4daf-92e8-ca737a036e76"
"Moosonee","Moosonee","ON","CA","Indep","association","aebfb3f4-4a7a-4a40-a543-5994e0b7a2f9"
"Mora Mustangs","Mora","MN","US","MN10","association","348aaae8-3722-48b5-b1ec-f0a28e62287a"
"Morden Hawks","Morden","MB","CA","PVMHA","association","902e2943-128f-4d03-8046-7d560a446114"
