name,city,province,country,governing_body,org_type,id
"Boston Advantage","Hingham","MA","US","E9HL","association","4c7090ad-83c1-4574-96dd-848156eb23f6"
"Boston Americans","Saugus","MA","US","E9HL","association","eb57cc1c-643e-4bb5-a108-f9ddb19cdf32"
"Boston Belles","Walpole","MA","US","MYCGL","association","e1c03cda-3992-49e9-bd85-48948478180d"
"Boston Bulldogs","Quincy","MA","US","EHF","association","eae859f2-2ac9-43ea-b7fb-0e4fdfe6fc18"
"Boston Hockey Academy","Cambridge","MA","US","BEAST","academy","bfee80c2-0a02-4ccd-a6a0-da86fa1772fb"
"Boston Hockey Group","Tyngsboro","MA","US","Independent","association","501a5a9c-1b2b-42fd-9030-4f44285639a4"
"Boston Ice Dogs","North Andover","MA","US","VHL","association","10bda7aa-c980-4d8e-af53-e329d346ff0d"
"Boston Imperials","Cambridge","MA","US","UT1HL","association","2749cbc5-43fe-489b-8061-055799290dbb"
"Boston Jr Eagles","Brighton","MA","US","EHF","association","3be96156-ecca-40ed-92ee-e24c212050da"
"Boston Jr Huskies","Canton","MA","US","EHF","association","aabeb85f-39a0-47f6-84dc-3a5737de97d9"
"Boston Jr Penguins","Arlington","MA","US","Independent","association","27d426fb-d024-4bf6-8554-318a60230b8a"
"Boston Jr Terriers","Canton","MA","US","EHF","association","1c74b595-8879-4594-a423-14f416480058"
"Boston Junior Bruins (THF)","Marlborough","MA","US","THF","association","3e6ddeb8-5f60-49a9-bb41-82f94cc262de"
"Boston Junior Rangers","Tewksbury","MA","US","E9HL","association","a401a585-afda-4bfe-bbab-7ccc943caa1a"
"Bottineau Braves","Bottineau","ND","US","NDAHA","association","b1e704af-c105-4631-a7fd-27eb4c7590a9"
"Botwood Blades","Botwood","NL","CA","Independent","association","eaee604c-01a3-443c-8dea-5a73d3aec8e4"
"Boulder HC","Boulder","CO","US","CAHA-CO","association","8c241a96-c2b6-4a1b-a56c-3fea18b02979"
"Boundary Predators","Midway","BC","CA","WKMHA","association","153cb3d3-103d-400d-95b1-5dadd6699b1a"
"Bourget College","Rigaud","QC","CA","RSEQ","academy","ab3d46cf-4cbc-4c90-9fc5-de2e8f768a65"
"Bow Island Rebels","Bow Island","AB","CA","CAHL","association","a63170fb-b46e-4af7-89e7-a74c8443bc9d"
"Bow River Bruins","Calgary","AB","CA","HC","association","858b45dc-3495-4430-ba4f-80967d3d77f8"
"Bow Valley Flames","Calgary","AB","CA","HC","association","73b9ae54-9b94-446f-9255-666d7d4d31a1"
"Bow Valley Timberwolves","Cochrane","AB","CA","AEHL","association","49de02c6-3b5c-4c4a-926c-04cbc70985b7"
"Bowie Bruins","Bowie","MD","US","CBHL","association","485f6414-90de-433b-b476-da8196553898"
"Bowling Green Ice Cats","Bowling Green","OH","US","LCAHL","association","fece02e3-3527-4cd0-94c9-0f0b8efb9b12"
"Boyle Blazers","Boyle","AB","CA","NEAHL","association","5d9b5867-3bfb-494c-a947-9bc0f11e7bb0"
"Bozeman Icedogs","Bozeman","MT","US","TSL","association","71cf6866-954d-4bab-b626-e77a166625cf"
"Bradford Blizzard","Bradford","PA","US","MOHL","association","df3abc89-2d55-4d79-9ca4-88c4f68eb660"
"Bradford Bulldogs","Bradford","ON","CA","OMHA","association","19273c2c-cabe-4af0-a0fa-8f28cbd899f7"
"Brainerd Warriors","Brainerd","MN","US","MN15","association","c1076d3c-7136-490f-a61f-54afddd05a7c"
"Braintree Wamps","Braintree","MA","US","SSC","association","41673771-b678-4afb-b33f-6187369dcc2a"
"Brampton 45s","Brampton","ON","CA","OMHA","association","dfb08a9b-dd1d-485f-b2ad-17095755767e"
"Brampton Canadettes","Brampton","ON","CA","OWHA","association","95ce4c87-f255-474f-8243-db3e211de38f"
"Brandon Valley Ice Cats","Brandon","SD","US","SDAHA","association","4282c7ec-ec24-4737-bda3-683334f017ec"
"Brandon Wheat Kings","Brandon","MB","CA","Parkissimo","association","f73e94fa-a9ea-41f8-a99c-0f5e688400f2"
"Brant Battalion","Paris","ON","CA","OMHA","association","757be881-a5e1-4aa7-a6b7-25fdb1889135"
"Brantford 99ers","Brantford","ON","CA","OMHA","association","aea5b8e6-101a-4cd1-a81c-bd09dff938a1"
"Brantford Ice Cats","Brantford","ON","CA","OWHA","association","f136d029-e3a0-484a-9a5f-05d32f07666c"
"Brattleboro Greyhawks","Brattleboro","VT","US","GSL","association","6ed5c29a-c95d-4093-a656-d53f7cac47a4"
"Brazos Valley Storm","College Station","TX","US","Independent","association","ebd06867-c641-47f1-bb1a-816f0f2a79a1"
"Breckenridge-Wahpeton Blades","Wahpeton","ND","US","MN15","association","8bd3eb88-dfe6-46d3-bed6-f553f9cc5cf6"
"Brewer Witches","Brewer","ME","US","MEAHA","association","827ba90b-966b-4b9d-92a1-034158c23d4c"
"Brewster Lady Bulldogs","Brewster","NY","US","AGHF","association","56abcf23-9306-4fe5-bc57-e2260a9b369b"
"Brick Hockey Club","Brick","NJ","US","NJYHL","association","e4984f11-596d-4f19-8fee-48561205b0d4"
"Brighton Bolts","Brighton","ON","CA","EOMHL","association","602aa834-48e7-46c6-bb50-796a87b80e51"
"Brock Wild","Brock","ON","CA","OMHA","association","18a99d21-6e72-45ee-89f7-83bada4f5e16"
"Brockville Angels","Brockville","ON","CA","OWHL-E","association","5f5bb2a5-cb46-4dd8-9293-11d690e5ffc0"
"Brockville Jr Braves","Brockville","ON","CA","UCMHL","association","f3762ce3-bdbe-412b-b92c-b877d47284a7"
"Bromont Rockies","Bromont","QC","CA","Estrie","association","a9571f44-75be-4b7a-bba2-ddc1235ac35d"
"Brookings Rangers","Brookings","SD","US","SDAHA","association","358166d7-e63e-4dd5-afa2-fbb835f66e42"
"Brookline Warriors","Brookline","MA","US","MYCGL","association","ba2b4ac9-5e24-4704-af07-ae62fa9ab288"
"Brooks Bandits","Brooks","AB","CA","CAHL","association","9718f732-87f0-47b3-9683-f51facb7d027"
"Brossard","Brossard","QC","CA","LHER","association","013e32e2-2e18-4ef0-a2ad-94a84948fff7"
"Brossard/La Prairie Bulldogs","Brossard","QC","CA","LHER","association","76572fc1-9265-4376-929a-c6ec9df9a595"
"Bruce Grey Bulls","Port Elgin","ON","CA","OMHA","association","4b4594a6-5651-45fb-a70b-6e29c293e666"
"Bruce Peninsula Predators","Wiarton","ON","CA","OMHA","association","26e1121f-4af2-4be1-a2a8-42e398c9e292"
"Bruno Flames","Bruno","SK","CA","ECMHL","association","771e0f48-12d6-4ad6-9229-4f9ec916be74"
"Buffalo Bison","Buffalo","MN","US","MN05","association","92fb37e7-8d24-4011-b09e-2d92ac2fe70b"
"Buffalo Bisons","Buffalo","NY","US","GLGHL","association","2abd1293-97b4-4de0-9acd-64d676fb0494"
"Buffalo Jr Sabres","Buffalo","NY","US","T1EHL","association","f018f428-e663-41da-b6df-d3aeaa7e0c8a"
"Buffalo Red Raiders","Buffalo","NY","US","MPHL","association","36e4e7d9-d2eb-4cf2-9e72-ecc53186f2a5"
"Buffalo Regals","Cheektowaga","NY","US","GLGHL","association","a240db2f-d9dc-4586-81b3-e71abe55c490"
"Buffalo Shamrocks","Buffalo","NY","US","Independent","association","459cb42e-e95a-4d19-a299-1ec04ef93ef6"
"Burford Coyotes","Burford","ON","CA","OMHA","association","c8e2e542-c052-48f0-acc7-9eaa309138b1"
"Burlington Barracudas","Burlington","ON","CA","OWHA","association","599bd7bf-7279-4949-80e7-6cf8cd90d3d0"
"Burlington Bobcats","Burlington","VT","US","VSAHA","association","4e0bcede-54d3-44d3-bdf5-61d7f15ba67d"
"Burlington Bulldogs","Burlington","ON","CA","OMHA","association","9c0a147e-9c4e-470f-83fa-39bcfcbc7be6"
"Burlington Eagles","Burlington","ON","CA","OMHA","association","769c6b7e-8fc5-48fc-a55c-4aa9dd7555d6"
"Burlington Raiders","Burlington","ON","CA","OMHA","association","ecfd96ac-be02-43df-9d4c-04414c9e1e90"
"Burlington Red Devils","Burlington","MA","US","VHL","association","8bbbdfe4-8598-457a-8271-be17157e9b3f"
"Burnaby Bulldogs","Burnaby","BC","CA","PCAHA","association","2d66385d-45ce-4c51-91b5-46dd296477ea"
"Burnaby Wildcats","Burnaby","BC","CA","PCAHA","association","0822bae8-7821-4952-aee8-38b19743cb98"
"Burnaby Winter Club Bruins","Burnaby","BC","CA","CSSHL","association","6045e825-6821-4229-90df-ab754e202394"
"Burnett Blizzard","Siren","WI","US","WAHA","association","874d7fc5-f653-414e-80c6-56571041206c"
"Burns Lake Bruins","Burns Lake","BC","CA","NWD","association","1d135501-77e8-4a0f-b60e-3b1e168d1ede"
"Burrillville Broncos","Burrillville","RI","US","SCHL","association","46ccfdb9-37c1-4399-9748-65dda4de248a"
"Burrillville Broncos (Midget)","Burrillville","RI","US","Independent","association","0ec9685b-edc6-41a7-ba4b-363ac55603ad"
"Butte Jr Irish","Butte","MT","US","TSL","association","305fb9df-094a-459f-ad22-98642cd2be0c"
"Cabri Bulldogs","Cabri","SK","CA","SSHL","association","d5cde687-88af-48a9-95eb-097af3dd0d2b"
"Cache Valley Jr Aggies","Logan","UT","US","UAHL","association","3ea71c54-600b-41b4-9cce-87bdf3021d89"
"Cadillac Vikings","Cadillac","MI","US","Adray","association","7de82431-bde2-4afd-a7b0-9eeacdb94902"
"Caledon Coyotes","Caledon","ON","CA","OWHA","association","919ee0e3-4683-498f-b552-1cd5fac3f086"
"Caledon Hawks","Caledon","ON","CA","OMHA","association","c59d9615-579f-4f28-992d-60782d69bd5e"
"Caledonia Thunder","Caledonia","ON","CA","OMHA","association","1e28383d-2b30-443d-a4d5-35a852559a9f"
"Calgary CBHA","Calgary","AB","CA","AEHL","association","9961668f-7c6c-4294-948b-ac2f023e7980"
"Calgary CNHA","Calgary","AB","CA","AEHL","association","16e1ae28-5ebd-45bf-9c69-3cf8f366e124"
"Calgary CRAA Royals","Calgary","AB","CA","AEHL","association","798ea8a0-0176-457f-b788-45469521e456"
"Calgary Edge School","Calgary","AB","CA","CSSHL","academy","63094da8-c4cb-47ed-b8b3-8dde27897847"
"Calgary Fire","Calgary","AB","CA","AFHL","association","270d2484-69a6-4e1d-ace5-93f54e80d45f"
"Calgary International Hockey Academy","Calgary","AB","CA","CSSHL","academy","6cdd50ac-714d-4858-8b16-9695a9adbfdb"
"Calgary Knights","Calgary","AB","CA","HC","association","f7f03da8-1b4a-4677-af68-0927ac2d2696"
"Calgary NWCAA","Calgary","AB","CA","AEHL","association","057d987b-ce87-48f5-b85f-88c8471b0010"
"Calgary Raiders","Calgary","AB","CA","HC","association","bae6e7c2-31e5-4675-b08a-872b24a498e6"
"Calgary Wolverines","Calgary","AB","CA","HC","association","c05c1c1a-16d0-4462-9b3f-8482c4de3797"
"California Bears","Burbank","CA","US","CAHA","association","91c81c83-9b95-4120-b731-80f796866c91"
"California Cougars","Cupertino","CA","US","CAHA","association","62078d52-8a60-4d89-a54f-b9796c23691b"
"California Goldrush","Lake Forest","CA","US","CAHA","association","cc7d264f-38f6-4eda-b88f-b2921a455a03"
"California Heat","Panorama City","CA","US","CAHA","association","221d4270-aad1-468d-b77a-b3d90026dc6b"
"California Jr Reign","Riverside","CA","US","CAHA","association","044e2eca-6f3f-4022-af8e-dac45c89f5c2"
"California Surf","Westminster","CA","US","CAHA","association","e8e07127-ffaa-403e-913f-371a88c7cbb0"
"California Wave","Artesia","CA","US","CAHA","association","6eaab974-2d73-4881-b1d5-b0ed1726b48c"
"Calumet Ice Kings","Calumet","MI","US","CUP","association","8d111eb4-f7af-41c3-a619-05d9d663915f"
"Camaradiere Ecole","Quebec","QC","CA","RSEQ","association","7a946cdf-4716-4f36-9c31-fa7c3db8b9a0"
"Cambridge Falcons","Cambridge","MA","US","VHL","association","a0f376d7-b9e0-4aee-8c21-d3553764ab8b"
"Cambridge Hawks","Cambridge","ON","CA","OMHA","association","1414df31-5d4d-477e-96dd-b84c5901c235"
"Cambridge Roadrunners","Cambridge","ON","CA","OWHA","association","8ad0bd6a-f263-41c3-b670-86118f612792"
"Cambridge-Isanti Blue Jackets","Isanti","MN","US","MN10","association","281cca4a-3cf3-4758-8cdd-2eddce8e31d9"
"Camillus Cougars","Camillus","NY","US","CNY","association","fb87ea69-2281-4a99-9f06-0c650f5e50d4"
"Campbell River Tyees","Campbell River","BC","CA","VIHL","association","61d9a02c-401c-4056-a98e-29ba0c5789ce"
"Campbellford Colts","Campbellford","ON","CA","EOMHL","association","6e16df01-946d-4169-b921-871c440766d9"
"Campus Wild","Downingtown","PA","US","DVHL","association","b89bc979-bf4a-45bb-92f1-8e175b672817"
"Camrose Vikings","Camrose","AB","CA","AEHL","association","40a86127-01b0-4f50-99db-f6791cb61438"
"Canandaigua Knights","Canandaigua","NY","US","EAHC","association","2edbc1ca-e11f-41c9-af80-d395acea0754"
"Candiac Lions","Candiac","QC","CA","LHER","association","b3eb4773-ef3f-4281-8a78-bce371022b45"
"Cando Odnacs","Cando","ND","US","NDAHA","association","bba7ab3e-2517-400f-903f-32cc11ab4d9f"
"Canmore Eagles","Canmore","AB","CA","CAHL","association","c2f98dc8-465b-41c9-84bb-68811615b9b9"
"Canora Cobras","Canora","SK","CA","MHL-SK","association","652caa86-a21a-43f3-b504-55fec7d55da4"
"Canso Bluefins","Canso","NS","CA","NCHL","association","1888043a-f41c-4beb-9c4e-d715cec43503"
"Canterbury Knights","Ottawa","ON","CA","BMHL","association","d939cd2e-af60-41ba-90f9-802921065e2a"
"Canton Bears","Canton","NY","US","HEO","association","41ec00c6-e368-4c25-b04a-cc96bdde0b69"
"Canton Bulldogs","Canton","MA","US","BSHL","association","d56e9f15-2da8-408a-8b66-2b65a5ee0b98"
"Canton Wolves","Canton","MI","US","LCAHL","association","4bdd088c-caf0-4427-9b05-1e3e12382aed"
"Canton-Akron Jets","Canton","OH","US","CSHL","association","e54a45e6-f394-4cb1-84d3-cbe6b746d3d8"
"Cap-Jeunesse Ecole","Saint Jerome","QC","CA","RSEQ","association","6c7349b1-5a46-4f4a-88fb-4b9d6b54525a"
"Cape Ann","Gloucester","MA","US","MYCGL","association","67831b13-ec20-496e-984b-536e22d2d2c6"
"Cape Breton Blizzard","Cape Breton","NS","CA","NSFHL","association","7f5a57f0-08c5-4e50-849b-d87e5e44729d"
"Cape Breton County Islanders","Sydney","NS","CA","NCHL","association","30686131-19fc-4df5-b7e9-270a2373d662"
"Cape Breton West Islanders","Inverness","NS","CA","NCHL","association","c40d7dee-f52b-46a0-8048-fd35db7a5d85"
"Cape Cod Blues","South Dennis","MA","US","SSC","association","1cae4fc5-ee2d-4744-90e1-c1d986906752"
"Cape Cod Canal Sharks","Forestdale","MA","US","SSC","association","f3f273c4-c6a5-4483-af1c-4677f9afc2fe"
"Cape Cod Lightning","Falmouth","MA","US","PHL","association","9a84f94f-ce36-4cd5-b840-a2512ea952ef"
"Cape Cod Seahawks","Hyannis","MA","US","E9HL","association","7e371c4e-aff5-4cb4-b832-a0c7b644a97e"
"Cape Cod Storm","Falmouth","MA","US","NEGHL","association","ce174fc7-f13d-45ff-96c5-9d109697e7a9"
"Cape Cod Whalers","Foxboro","MA","US","EHF","association","6a766c63-44fc-4f01-aca0-f60078f4ede4"
"Cape Fear Warriors","Fayetteville","NC","US","CHL","association","14b474d3-a8be-4f4d-9917-5706d112e11f"
"Capitals Academy","Arlington","VA","US","CBHL","academy","f7f67159-4cd1-4c32-a902-e481827bbf5d"
"Capmad Barons","Cap-de-la-Madeleine","QC","CA","Mauricie","association","9ea518cd-31a1-4529-9d7e-4f90546a17e0"
"Caraquet Acadiens","Caraquet","NB","CA","NSMHL-LHMC","association","744ed4ec-48d7-4c36-a9dc-b1bb68fe309c"
"Carberry Plainsmen","Carberry","MB","CA","SWRHL","association","7c1556d1-f111-4250-9b21-1b5f8c7acab4"
"Cardinal Roy Ecole","Quebec","QC","CA","RSEQ","association","452da25c-567a-4c9e-90a6-72df421cee42"
"Cardston Thunder","Cardston","AB","CA","CAHL","association","c67cc334-4615-41c9-b6cd-6a64a2a80a66"
"Cariboo Cougars","Prince George","BC","CA","BCEHL","association","e3b0c06d-8d2a-49d9-8af7-4db9dac4f058"
"Carleton Blue Knights","Carleton","NB","CA","NBD1&2","association","a84eb765-ef53-4b62-900d-a636fbc2d489"
"Carleton Place Cyclones","Carleton Place","ON","CA","OWHL-E","association","46ab1ba4-90af-4602-8ee7-f1ccc69b4015"
"Carleton Place Kings","Carleton Place","ON","CA","LCMHL","association","17827283-47a3-4690-bfd9-4b3457deeab1"
"Carlsbad Mavericks","Carlsbad","CA","US","CAHA","association","aafce828-8428-4025-8831-c71602e0a531"
"Carlyle Cougars","Carlyle","SK","CA","MMMHL","association","3f600d0a-9762-4e67-8b9b-9f9fa81dc222"
"Carman Cougars","Carman","MB","CA","PVMHA","association","64af5630-3d5a-4926-904d-3614178f7988"
"Carolina Alliance","Raleigh","NC","US","Independent","association","e3814597-225c-4ea0-9248-bac99d224108"
"Carolina Junior Canes","Raleigh","NC","US","AHF","association","8ad8acc5-540c-46da-92f2-61537cf2b039"
"Carolina Lady Thunderbirds","Winston-Salem","NC","US","SGHL","association","691e0347-ce53-4cf7-b0c8-1d0d4a47c615"
"Carolina Premier","Charlotte","NC","US","ACHC","association","0f61cac8-bf27-4287-9aca-cd3e39ac6a90"
"Carolina Thunder","Hillsborough","NC","US","ACHC","association","705896e3-decb-44f0-813c-5c7033b49e8a"
"Caroline Colts","Caroline","AB","CA","CAHL","association","e435760a-3266-4cf8-93a7-d1724f585a47"
"Caronport Cougars","Caronport","SK","CA","MJMHL","association","8f21f25a-43af-43ed-9d3f-dccfc267a088"
"Carrot River Loggers","Carrot River","SK","CA","NEMHL","association","1442adf2-2b53-4c20-a5e3-9947e0b7b44b"
"CarShield","St Louis","MO","US","NAT1HL","association","4da33f4e-4a21-4d08-bd61-5db1af6849eb"
"Carstairs Bruins","Carstairs","AB","CA","CAHL","association","83060539-9e84-44c7-ba3c-69d00ad60fe3"
"Cascades Elite","Kingsey Falls","QC","CA","LHEQ","association","7d7fbfb1-6a67-4c7e-bde1-cd2b683bc9d1"
"Casco Bay Mariners","Portland","ME","US","E9HL","association","22f317b3-d905-4b2b-8ecf-91167b2f7438"
"Casper Oilers","Casper","WY","US","WAHL","association","bd6597c0-c1c8-40d3-a870-6be14afa9ce4"
"Casselman-Embrun IceDogs","Casselman","ON","CA","OBMHL","association","db76391b-3635-4bac-bdfd-24eb3e8c3363"
"Castle View Sabercats","Castle Rock","CO","US","CPHL","association","0c1d3a01-e374-4fca-a5a9-ace9a494a1d8"
"Castlegar Jr Rebels","Castlegar","BC","CA","OMAHA","association","bf3a5ffb-9808-46ec-ae5b-66d6f65fa848"
"Castor River Canucks","Metcalfe","ON","CA","GHA","association","85c013ac-4a19-4c80-af44-fb2ee172d954"
"Cayuga Stars","Cayuga","ON","CA","OMHA","association","73c0ac61-0dcb-4a44-8b36-ab9b4e6b7cde"
"Cazenovia Chiefs","Buffalo","NY","US","GLGHL","association","58e198a8-e2dd-4090-9d69-8acd57a6befc"
"CBIO Eagles","Beaupre","QC","CA","QBC","association","cccd74a0-0962-4955-831f-6d7b51f2fb10"
"CBR Renegades","Kelligrews","NL","CA","DJHL","association","acebb294-7d9c-4e0b-b4f6-aa315e8f3916"
"CDA Hockey Academy","Coeur d'Alene","ID","US","CSSHL","academy","7642aa10-365a-4b6d-af29-b466f6044ad3"
"Cedar Rapids Jr Roughriders","Cedar Rapids","IA","US","MwHL","association","9335b46c-f6d6-4d80-92ea-afcb94cba09f"
"Centennial Cougars","Circle Pines","MN","US","MN10","association","daa80e28-d490-4d51-9c01-e08763bbcdfd"
"Center State Stampede","Morrisville","NY","US","Snowbelt","association","0634086f-c974-4b81-864e-25ed40dbbbe4"
"Central Butte Flyers","Central Butte","SK","CA","MJMHL","association","40ccc036-1625-4097-a439-c8e28db67836"
"Central CT Capitals","Newington","CT","US","CGHL-CT","association","73bf2692-74e0-4ed1-bc9e-15eb52024bca"
"Central Florida Bears","Orlando","FL","US","SFGHL","association","b7c2b622-585d-4a63-b871-855deecd7337"
"Central Illinois Revolution","Bloomington","IL","US","MSGH","association","58fa98e4-50af-4fdc-9a15-315e502d0d11"
"Central Maine Hornets","Waterville","ME","US","MEAHA","association","fe701216-2a0b-4bd8-9890-13dec00af10b"
"Central Mass Outlaws","Marlborough","MA","US","PHL","association","7cdb7014-f921-4f15-9c45-19b586da1d7e"
"Central Mass Penguins","Ashburnham","MA","US","EHF","association","dac79b47-7760-407a-aa7d-2687ab000559"
"Central Mass Revolution","Westboro","MA","US","VHL","association","80d52ee1-3511-40e3-9fc9-78d625b35258"
"Central Minnesota Riverblades","Sartell","MN","US","MN05","association","1ba1d04c-d1f9-4613-a11b-4ecd2c051e0f"
"Central Ontario Wolves","Lindsay","ON","CA","OMHA","association","f7ccab19-617e-402d-a827-d60d461bb619"
"Central Outlaws","Lansing","NY","US","CNY","association","063e4303-a724-443d-bead-f1afbca8fb51"
"Central Penn Panthers","Lancaster","PA","US","DVHL","association","0af2c221-b7d1-423c-a6c8-6a147909cae4"
"Central Perth Predators","Monkton","ON","CA","OMHA","association","717ce7ab-a9a3-4f6b-915a-53b9c1a38197"
"Central Plains Capitals","Portage la Prairie","MB","CA","WAAAH","association","cbbb38f3-d953-4c8f-a1f5-04c188278fee"
"Central Rhode Island Knights","Cranston","RI","US","SCHL","association","ea0eb495-d7a9-4da1-a6a7-b8ffb3981b69"
"Central Vermont Black Bears","Barre","VT","US","VSAHA","association","9de8e7ba-f1d4-40a3-9c19-e490c329c5a0"
"Central York Panthers","Aurora","ON","CA","OWHA","association","7192d213-01bb-4014-b0cb-e6c8b70f1f1f"
"Centre Hastings Grizzlies","Madoc","ON","CA","EOMHL","association","dad788bc-c9b0-451e-b74d-650946039549"
"Centre Wellington Fusion","Fergus","ON","CA","OMHA","association","580a4189-e8e7-4325-a408-a38db639edac"
"Centre-Sud Phoenix","Montreal","QC","CA","MON","association","5396603e-771e-4119-88df-553a79bf4e8c"
"CFHA Storm","Fredericton","NB","CA","NBFAAAHL","association","7a5a69e4-2092-45ff-8106-2139da17b225"
"CHA Grizzlies","Dollard-Des Ormeaux","QC","CA","LHGM","association","a184e38a-f3dc-4e6b-b5ed-98037ea70705"
"Chaleur Titans","Beresford","NB","CA","NSMHL-LHMC","association","20f120bb-d655-406b-92fb-9ba2f41772a1"
"Chambly Forts","Chambly","QC","CA","LHER","association","f2e8ae04-8594-4e13-97de-ba97a7f47cb9"
"Champaign-Urbana Chiefs","Champaign","IL","US","CSDHL","association","b53066e2-df7d-4806-85b8-81438e89372e"
"Champlin Park Rebels","Champlin","MN","US","MN10","association","7430773f-50b5-4ba7-af9e-adfdd7752194"
"Chapleau Huskies","Chapleau","ON","CA","NEOHA","association","93355873-73f1-436a-ad4f-6d8ffa38f22c"
"Char-Lan Rebels","Williamstown","ON","CA","UCMHL","association","e92ab7d3-7fad-49a6-bf75-ded130fabf6b"
